                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.81145,                 1.7334,                 1.0004,                0.87212,                0.83436,                0.90954,                0.75661,                0.69527,                0.63464,                0.94625,             0.00033301,             0.00033301,             0.00033301
                      2,                 0.8053,                0.71386,                0.99648,                  0.897,                0.84901,                0.92439,                0.77775,                0.68009,                0.58981,                0.93935,             0.00064435,             0.00064435,             0.00064435
                      3,                0.79696,                0.66702,                0.99244,                0.92171,                 0.8827,                0.94214,                0.80325,                0.63965,                0.49929,                0.91857,              0.0009337,              0.0009337,              0.0009337
                      4,                0.76419,                0.61574,                0.97644,                0.92408,                0.90032,                0.95021,                0.81881,                0.63174,                0.47428,                0.91073,               0.000901,               0.000901,               0.000901
                      5,                0.74377,                0.57476,                0.96831,                0.92906,                0.89469,                0.95098,                0.82668,                 0.6073,                0.45972,                0.90811,               0.000901,               0.000901,               0.000901
                      6,                 0.7176,                0.54671,                0.95496,                0.93167,                 0.9064,                0.96085,                0.84201,                0.58896,                0.43341,                0.89639,               0.000868,               0.000868,               0.000868
                      7,                 0.6961,                0.51568,                0.94613,                0.94745,                0.91908,                 0.9668,                0.85521,                 0.5644,                0.40376,                0.88439,               0.000835,               0.000835,               0.000835
                      8,                0.68417,                0.49725,                0.94236,                0.93967,                0.92467,                0.96397,                0.85018,                0.56738,                0.40127,                0.89034,               0.000802,               0.000802,               0.000802
                      9,                0.67307,                0.48583,                0.93727,                0.94669,                0.92683,                0.97098,                0.85903,                0.54842,                0.37658,                0.87714,               0.000769,               0.000769,               0.000769
                     10,                0.65796,                0.46825,                 0.9288,                0.96252,                0.93327,                0.97434,                0.87299,                0.53302,                0.35701,                0.87487,               0.000736,               0.000736,               0.000736
                     11,                0.64748,                 0.4531,                0.92609,                0.96218,                0.93334,                0.97363,                0.87328,                0.53069,                0.35277,                0.87429,               0.000703,               0.000703,               0.000703
                     12,                0.63554,                0.44111,                0.91907,                0.95847,                0.94279,                0.97623,                0.87848,                0.52013,                0.34119,                0.86748,                0.00067,                0.00067,                0.00067
                     13,                0.62598,                0.43095,                0.91655,                0.94977,                 0.9497,                0.97502,                0.88366,                0.50921,                0.33585,                0.86215,               0.000637,               0.000637,               0.000637
                     14,                0.61804,                0.42263,                0.91173,                0.95549,                0.94966,                0.97637,                0.88414,                0.50805,                0.33016,                0.86383,               0.000604,               0.000604,               0.000604
                     15,                0.61026,                0.41251,                0.90813,                0.96098,                0.94381,                 0.9777,                0.88617,                0.50502,                0.32769,                 0.8591,               0.000571,               0.000571,               0.000571
                     16,                0.59931,                0.40174,                0.90357,                0.96096,                0.94922,                0.97839,                0.88866,                0.49925,                0.31728,                 0.8568,               0.000538,               0.000538,               0.000538
                     17,                0.59294,                0.39129,                0.90061,                0.95895,                0.95483,                0.97839,                0.89451,                0.48529,                0.30942,                0.85323,               0.000505,               0.000505,               0.000505
                     18,                 0.5909,                0.39102,                0.89981,                0.96264,                0.95194,                0.97946,                0.89485,                0.48755,                0.30774,                0.85188,               0.000472,               0.000472,               0.000472
                     19,                0.57905,                0.38079,                0.89637,                0.95949,                0.95488,                0.97862,                0.89715,                0.48285,                0.30047,                0.85097,               0.000439,               0.000439,               0.000439
                     20,                0.57765,                0.37408,                0.89489,                0.96428,                0.95167,                0.97976,                0.89736,                0.47777,                0.29786,                 0.8475,               0.000406,               0.000406,               0.000406
                     21,                0.54358,                0.33683,                 0.8723,                0.96926,                0.95064,                0.98099,                0.89828,                0.48429,                0.29811,                 0.8489,               0.000373,               0.000373,               0.000373
                     22,                0.53507,                0.32925,                0.86739,                0.96629,                0.95353,                0.98012,                0.89966,                0.47699,                0.29665,                0.84493,                0.00034,                0.00034,                0.00034
                     23,                0.52768,                0.32058,                0.86453,                0.96556,                0.95253,                0.98038,                0.90046,                0.46857,                0.29139,                0.84455,               0.000307,               0.000307,               0.000307
                     24,                0.52072,                0.31614,                0.86239,                0.96691,                0.96077,                0.98087,                0.90345,                0.47109,                0.28545,                0.84163,               0.000274,               0.000274,               0.000274
